,Park_ID,Direction_Of_Wind,Average_Breeze_Speed,Max_Breeze_Speed,Min_Breeze_Speed,Var1,Average_Atmospheric_Pressure,Max_Atmospheric_Pressure,Min_Atmospheric_Pressure,Min_Ambient_Pollution,Max_Ambient_Pollution,Average_Moisture_In_Park,Max_Moisture_In_Park,Min_Moisture_In_Park,Location_Type,year,month,day
73,12,143.0,19.0,30.4,7.6,0.0,8420.0,8458.0,8379.0,168.0,248.0,243.0,282.0,192.0,3,2002,3,15
74,12,201.0,41.04,60.8,22.8,0.0,8362.0,8376.0,8335.0,16.0,212.0,276.0,297.0,249.0,3,2002,3,16
75,12,194.0,41.04,60.8,22.8,4.98,8324.0,8335.0,8300.0,84.0,244.0,249.0,288.0,210.0,3,2002,3,17
76,12,249.0,34.2,60.8,15.2,15.77,8331.0,8406.0,8276.0,44.0,300.0,276.0,294.0,255.0,3,2002,3,18
77,12,255.0,34.2,53.2,15.2,0.0,8454.0,8478.0,8410.0,272.0,320.0,264.0,282.0,237.0,3,2002,3,19
78,12,225.0,41.8,60.8,22.8,0.0,8482.0,8495.0,8468.0,256.0,308.0,264.0,276.0,237.0,3,2002,3,20
79,12,224.0,24.32,45.6,15.2,0.0,8499.0,8512.0,8492.0,220.0,316.0,252.0,291.0,198.0,3,2002,3,21
80,12,51.0,34.2,45.6,22.8,0.0,8475.0,8495.0,8458.0,144.0,288.0,267.0,288.0,243.0,3,2002,3,22
81,12,50.0,32.68,38.0,22.8,0.0,8441.0,8454.0,8434.0,236.0,284.0,264.0,279.0,240.0,3,2002,3,23
82,12,32.0,31.16,38.0,22.8,0.0,8451.0,8465.0,8437.0,52.0,316.0,273.0,294.0,228.0,3,2002,3,24
83,12,30.0,27.36,38.0,22.8,0.0,8492.0,8509.0,8468.0,184.0,316.0,270.0,294.0,219.0,3,2002,3,25
84,12,18.0,21.28,30.4,7.6,0.0,8512.0,8519.0,8506.0,236.0,340.0,228.0,291.0,135.0,3,2002,3,26
85,12,317.0,15.2,30.4,7.6,0.0,8502.0,8512.0,8492.0,36.0,288.0,252.0,294.0,195.0,3,2002,3,27
86,12,252.0,23.56,45.6,7.6,0.0,8461.0,8488.0,8434.0,36.0,284.0,249.0,294.0,165.0,3,2002,3,28
87,12,310.0,46.36,68.4,22.8,0.0,8406.0,8430.0,8389.0,172.0,280.0,261.0,291.0,234.0,3,2002,3,29
88,12,298.0,49.4,53.2,30.4,0.0,8372.0,8386.0,8338.0,204.0,284.0,273.0,285.0,246.0,3,2002,3,30
89,12,306.0,44.08,60.8,15.2,0.0249,8345.0,8376.0,8321.0,232.0,316.0,222.0,273.0,165.0,3,2002,3,31
90,12,273.0,43.32,60.8,15.2,0.0249,8352.0,8379.0,8317.0,264.0,336.0,231.0,258.0,201.0,3,2002,1,4
91,12,258.0,19.76,38.0,0.0,0.0,8287.0,8317.0,8256.0,132.0,336.0,252.0,288.0,201.0,3,2002,2,4
92,12,146.0,19.0,38.0,7.6,0.0249,8235.0,8252.0,8225.0,72.0,268.0,261.0,291.0,210.0,3,2002,3,4
93,12,68.0,60.8,68.4,45.6,0.0249,8294.0,8355.0,8235.0,180.0,296.0,261.0,276.0,243.0,3,2002,4,4
94,12,47.0,51.68,68.4,30.4,0.0,8369.0,8379.0,8355.0,284.0,340.0,225.0,252.0,186.0,3,2002,5,4
95,12,280.0,34.96,60.8,7.6,4.98,8311.0,8355.0,8273.0,260.0,352.0,237.0,279.0,177.0,3,2002,6,4
96,12,346.0,29.64,45.6,7.6,0.0249,8294.0,8314.0,8270.0,296.0,348.0,204.0,258.0,147.0,3,2002,7,4
97,12,202.0,41.04,83.6,0.0,35.69,8300.0,8331.0,8239.0,148.0,340.0,231.0,291.0,147.0,3,2002,8,4
98,12,210.0,62.32,91.2,30.4,51.46,8181.0,8235.0,8119.0,124.0,260.0,285.0,291.0,279.0,3,2002,9,4
99,12,210.0,61.56,98.8,22.8,16.6,8133.0,8150.0,8105.0,204.0,300.0,252.0,285.0,210.0,3,2002,10,4
100,12,217.0,34.2,60.8,7.6,0.0,8187.0,8215.0,8150.0,92.0,312.0,258.0,291.0,219.0,3,2002,11,4
101,12,279.0,17.48,30.4,7.6,0.0,8229.0,8242.0,8211.0,8.0,328.0,252.0,297.0,195.0,3,2002,12,4
102,12,302.0,18.24,38.0,0.0,0.0,8249.0,8256.0,8242.0,212.0,332.0,243.0,285.0,201.0,3,2002,4,13
103,12,311.0,25.84,38.0,0.0,0.0249,8270.0,8297.0,8249.0,176.0,336.0,234.0,294.0,174.0,3,2002,4,14
104,12,7.0,46.36,60.8,30.4,0.0249,8345.0,8389.0,8297.0,292.0,328.0,192.0,240.0,147.0,3,2002,4,15
105,12,311.0,32.68,45.6,7.6,1.66,8386.0,8396.0,8358.0,288.0,340.0,198.0,243.0,141.0,3,2002,4,16
106,12,178.0,58.52,83.6,22.8,22.41,8242.0,8352.0,8167.0,244.0,336.0,237.0,276.0,147.0,3,2002,4,17
107,12,155.0,51.68,60.8,30.4,14.94,8126.0,8160.0,8088.0,212.0,336.0,240.0,279.0,183.0,3,2002,4,18
108,12,145.0,43.32,60.8,22.8,1.66,8109.0,8140.0,8081.0,272.0,340.0,237.0,276.0,183.0,3,2002,4,19
109,12,178.0,38.0,60.8,22.8,0.83,8160.0,8177.0,8136.0,232.0,284.0,261.0,279.0,228.0,3,2002,4,20
110,12,210.0,34.2,53.2,15.2,51.46,8181.0,8205.0,8164.0,140.0,308.0,264.0,285.0,222.0,3,2002,4,21
111,12,212.0,46.36,76.0,22.8,5.81,8222.0,8232.0,8205.0,256.0,316.0,255.0,279.0,228.0,3,2002,4,22
112,12,168.0,42.56,60.8,22.8,0.83,8194.0,8215.0,8170.0,264.0,336.0,243.0,279.0,183.0,3,2002,4,23
113,12,185.0,23.56,38.0,7.6,27.39,8170.0,8194.0,8157.0,200.0,316.0,261.0,279.0,228.0,3,2002,4,24
114,12,154.0,50.16,68.4,22.8,6.64,8174.0,8198.0,8146.0,208.0,328.0,243.0,270.0,174.0,3,2002,4,25
115,12,184.0,76.0,114.0,45.6,0.0249,8205.0,8263.0,8146.0,280.0,324.0,222.0,264.0,183.0,3,2002,4,26
116,12,198.0,56.24,91.2,0.0,0.0,8317.0,8355.0,8266.0,256.0,320.0,240.0,279.0,180.0,3,2002,4,27
117,12,44.0,77.52,106.4,38.0,95.45,8335.0,8352.0,8304.0,216.0,296.0,273.0,279.0,261.0,3,2002,4,28
118,12,47.0,47.12,114.0,0.0,0.0249,8280.0,8314.0,8256.0,24.0,272.0,273.0,294.0,261.0,3,2002,4,29
119,12,45.0,38.76,76.0,7.6,0.0,8352.0,8362.0,8317.0,12.0,332.0,243.0,297.0,192.0,3,2002,4,30
120,12,47.0,29.64,60.8,7.6,7.47,8355.0,8372.0,8335.0,180.0,264.0,258.0,282.0,225.0,3,2002,1,5
121,12,25.0,41.04,60.8,15.2,0.0,8338.0,8365.0,8314.0,208.0,304.0,252.0,285.0,225.0,3,2002,2,5
122,12,48.0,27.36,53.2,7.6,62.25,8290.0,8311.0,8259.0,64.0,296.0,270.0,288.0,240.0,3,2002,3,5
123,12,272.0,28.88,38.0,22.8,8.3,8246.0,8256.0,8232.0,120.0,288.0,270.0,288.0,246.0,3,2002,4,5
124,12,28.0,41.8,53.2,30.4,3.32,8283.0,8307.0,8256.0,280.0,336.0,216.0,261.0,186.0,3,2002,5,5
125,12,49.0,43.32,45.6,30.4,0.0,8324.0,8352.0,8307.0,324.0,348.0,186.0,204.0,165.0,3,2002,6,5
126,12,111.0,31.16,45.6,22.8,0.0249,8348.0,8365.0,8321.0,256.0,348.0,186.0,231.0,150.0,3,2002,7,5
127,12,165.0,34.96,53.2,15.2,57.27,8283.0,8314.0,8273.0,172.0,316.0,261.0,291.0,213.0,3,2002,8,5
128,12,203.0,37.24,53.2,15.2,3.32,8294.0,8321.0,8266.0,100.0,320.0,273.0,291.0,234.0,3,2002,9,5
129,12,208.0,71.44,98.8,30.4,98.77,8300.0,8314.0,8287.0,204.0,300.0,273.0,285.0,246.0,3,2002,10,5
130,12,238.0,60.8,83.6,38.0,0.0,8372.0,8444.0,8314.0,268.0,320.0,249.0,282.0,219.0,3,2002,11,5
131,12,284.0,38.76,53.2,15.2,0.0249,8492.0,8509.0,8451.0,292.0,340.0,210.0,252.0,186.0,3,2002,12,5
132,12,227.0,40.28,60.8,7.6,0.0,8447.0,8499.0,8382.0,296.0,336.0,228.0,258.0,204.0,3,2002,5,13
133,12,212.0,52.44,68.4,22.8,39.84,8335.0,8372.0,8294.0,260.0,336.0,243.0,279.0,201.0,3,2002,5,14
134,12,303.0,38.0,60.8,7.6,37.35,8294.0,8341.0,8273.0,256.0,328.0,243.0,285.0,207.0,3,2002,5,15
135,12,285.0,51.68,68.4,22.8,6.64,8389.0,8410.0,8345.0,280.0,344.0,201.0,255.0,159.0,3,2002,5,16
136,12,180.0,31.92,53.2,15.2,0.0,8362.0,8400.0,8307.0,240.0,332.0,216.0,282.0,174.0,3,2002,5,17
137,12,114.0,33.44,53.2,15.2,7.47,8276.0,8300.0,8263.0,168.0,336.0,225.0,285.0,150.0,3,2002,5,18
138,12,220.0,28.88,53.2,15.2,0.0249,8297.0,8311.0,8283.0,136.0,276.0,258.0,288.0,216.0,3,2002,5,19
139,12,13.0,34.2,45.6,22.8,4.15,8276.0,8300.0,8252.0,36.0,300.0,276.0,294.0,237.0,3,2002,5,20
140,12,19.0,38.76,60.8,15.2,0.0,8242.0,8249.0,8235.0,128.0,268.0,258.0,288.0,231.0,3,2002,5,21
141,12,20.0,38.0,45.6,22.8,0.0,8290.0,8341.0,8249.0,216.0,288.0,246.0,279.0,195.0,3,2002,5,22
142,12,32.0,32.68,45.6,7.6,55.61,8382.0,8413.0,8345.0,188.0,272.0,264.0,282.0,249.0,3,2002,5,23
143,12,59.0,34.96,53.2,15.2,0.0,8427.0,8437.0,8417.0,204.0,336.0,234.0,276.0,183.0,3,2002,5,24
144,12,54.0,53.2,68.4,45.6,0.0,8434.0,8447.0,8413.0,268.0,352.0,207.0,267.0,159.0,3,2002,5,25
145,12,62.0,47.12,68.4,30.4,0.0,8400.0,8410.0,8386.0,288.0,344.0,198.0,252.0,117.0,3,2002,5,26
146,12,39.0,28.12,53.2,15.2,0.0,8372.0,8389.0,8355.0,232.0,328.0,228.0,282.0,174.0,3,2002,5,27
147,12,291.0,24.32,38.0,15.2,0.0,8345.0,8352.0,8338.0,28.0,300.0,276.0,297.0,240.0,3,2002,5,28
148,12,303.0,22.8,30.4,7.6,0.0,8345.0,8352.0,8338.0,20.0,304.0,243.0,297.0,195.0,3,2002,5,29
149,12,247.0,17.48,38.0,7.6,0.0,8358.0,8362.0,8352.0,132.0,312.0,252.0,291.0,195.0,3,2002,5,30
150,12,258.0,36.48,60.8,7.6,104.58,8335.0,8355.0,8314.0,100.0,300.0,285.0,291.0,267.0,3,2002,5,31
151,12,299.0,30.4,38.0,15.2,0.0249,8362.0,8369.0,8335.0,288.0,332.0,219.0,270.0,183.0,3,2002,1,6
152,12,303.0,26.6,45.6,7.6,0.0249,8345.0,8358.0,8314.0,292.0,340.0,201.0,249.0,174.0,3,2002,2,6
153,12,49.0,28.88,53.2,7.6,19.09,8294.0,8311.0,8280.0,276.0,340.0,216.0,249.0,186.0,3,2002,3,6
154,12,318.0,26.6,53.2,7.6,22.41,8314.0,8345.0,8294.0,276.0,336.0,213.0,246.0,183.0,3,2002,4,6
155,12,255.0,28.12,38.0,15.2,0.0,8338.0,8362.0,8290.0,304.0,332.0,195.0,222.0,168.0,3,2002,5,6
156,12,179.0,38.0,60.8,22.8,29.88,8246.0,8280.0,8232.0,148.0,308.0,261.0,285.0,204.0,3,2002,6,6
157,12,164.0,35.72,53.2,22.8,40.67,8222.0,8242.0,8194.0,128.0,296.0,255.0,288.0,207.0,3,2002,7,6
158,12,201.0,82.08,121.6,22.8,0.0,8225.0,8246.0,8208.0,240.0,304.0,228.0,282.0,183.0,3,2002,8,6
159,12,202.0,81.32,98.8,53.2,6.64,8270.0,8290.0,8242.0,240.0,288.0,234.0,258.0,216.0,3,2002,9,6
160,12,258.0,34.2,53.2,15.2,0.0,8283.0,8294.0,8263.0,256.0,344.0,231.0,264.0,189.0,3,2002,10,6
161,12,49.0,47.12,53.2,38.0,7.47,8239.0,8259.0,8225.0,228.0,296.0,261.0,276.0,234.0,3,2002,11,6
162,12,18.0,42.56,53.2,15.2,3.32,8266.0,8304.0,8235.0,284.0,328.0,231.0,267.0,204.0,3,2002,12,6
163,12,277.0,30.4,45.6,15.2,0.0,8335.0,8365.0,8304.0,300.0,340.0,213.0,243.0,192.0,3,2002,6,13
164,12,29.0,28.12,45.6,15.2,0.0,8369.0,8379.0,8348.0,300.0,352.0,204.0,258.0,165.0,3,2002,6,14
165,12,170.0,51.68,76.0,30.4,33.2,8304.0,8341.0,8294.0,184.0,312.0,249.0,282.0,210.0,3,2002,6,15
166,12,215.0,68.4,83.6,38.0,3.32,8297.0,8304.0,8287.0,220.0,320.0,228.0,288.0,183.0,3,2002,6,16
167,12,204.0,64.6,91.2,15.2,0.0,8348.0,8369.0,8304.0,256.0,316.0,228.0,249.0,195.0,3,2002,6,17
168,12,253.0,28.12,45.6,7.6,79.68,8345.0,8376.0,8307.0,236.0,312.0,255.0,285.0,234.0,3,2002,6,18
169,12,308.0,19.0,38.0,7.6,0.0,8372.0,8379.0,8362.0,16.0,336.0,231.0,294.0,177.0,3,2002,6,19
170,12,40.0,42.56,53.2,30.4,0.0,8348.0,8358.0,8328.0,260.0,328.0,219.0,267.0,156.0,3,2002,6,20
171,12,118.0,45.6,60.8,22.8,85.49,8290.0,8321.0,8259.0,180.0,304.0,252.0,282.0,222.0,3,2002,6,21
172,12,205.0,90.44,106.4,68.4,3.32,8307.0,8338.0,8280.0,244.0,304.0,231.0,255.0,198.0,3,2002,6,22
173,12,209.0,72.96,91.2,53.2,0.0249,8362.0,8376.0,8338.0,260.0,308.0,231.0,252.0,204.0,3,2002,6,23
174,12,240.0,56.24,98.8,22.8,123.67,8290.0,8352.0,8246.0,240.0,308.0,261.0,285.0,234.0,3,2002,6,24
175,12,273.0,51.68,68.4,30.4,0.0249,8331.0,8369.0,8297.0,288.0,308.0,243.0,264.0,219.0,3,2002,6,25
176,12,257.0,27.36,38.0,7.6,0.0249,8379.0,8389.0,8369.0,260.0,340.0,222.0,270.0,195.0,3,2002,6,26
177,12,212.0,36.48,53.2,15.2,4.15,8341.0,8362.0,8321.0,144.0,292.0,273.0,288.0,252.0,3,2002,6,27
178,12,149.0,34.2,53.2,7.6,0.0,8270.0,8317.0,8232.0,72.0,316.0,237.0,294.0,189.0,3,2002,6,28
179,12,205.0,60.04,76.0,45.6,0.0,8266.0,8280.0,8246.0,284.0,336.0,216.0,249.0,177.0,3,2002,6,29
180,12,213.0,54.72,76.0,30.4,0.83,8290.0,8300.0,8280.0,276.0,332.0,216.0,246.0,192.0,3,2002,6,30
181,12,220.0,67.64,83.6,53.2,0.0249,8328.0,8358.0,8297.0,276.0,340.0,219.0,249.0,174.0,3,2002,1,7
182,12,196.0,39.52,53.2,22.8,0.0,8355.0,8365.0,8348.0,248.0,340.0,201.0,282.0,132.0,3,2002,2,7
183,12,181.0,24.32,45.6,7.6,0.0,8341.0,8348.0,8331.0,264.0,316.0,219.0,252.0,156.0,3,2002,3,7
184,12,128.0,27.36,45.6,15.2,0.0249,8311.0,8328.0,8300.0,248.0,336.0,207.0,264.0,147.0,3,2002,4,7
185,12,59.0,21.28,38.0,7.6,19.09,8290.0,8297.0,8273.0,232.0,292.0,252.0,276.0,213.0,3,2002,5,7
186,12,148.0,40.28,68.4,7.6,71.38,8276.0,8300.0,8252.0,112.0,324.0,255.0,288.0,207.0,3,2002,6,7
187,12,151.0,26.6,38.0,15.2,2.49,8294.0,8300.0,8273.0,240.0,336.0,225.0,270.0,180.0,3,2002,7,7
188,12,208.0,34.2,76.0,7.6,157.7,8249.0,8266.0,8232.0,204.0,284.0,264.0,285.0,246.0,3,2002,8,7
189,12,226.0,55.48,76.0,15.2,0.0,8287.0,8300.0,8263.0,240.0,304.0,258.0,276.0,240.0,3,2002,9,7
190,12,217.0,43.32,60.8,7.6,8.3,8294.0,8297.0,8280.0,204.0,304.0,249.0,285.0,225.0,3,2002,10,7
191,12,233.0,57.0,68.4,38.0,9.13,8276.0,8283.0,8266.0,256.0,324.0,234.0,264.0,207.0,3,2002,11,7
192,12,239.0,44.84,60.8,22.8,8.3,8294.0,8314.0,8276.0,284.0,332.0,219.0,258.0,189.0,3,2002,12,7
193,12,200.0,45.6,68.4,22.8,82.17,8225.0,8273.0,8198.0,244.0,320.0,267.0,288.0,234.0,3,2002,7,13
194,12,286.0,26.6,38.0,7.6,3.32,8235.0,8280.0,8194.0,276.0,336.0,240.0,282.0,207.0,3,2002,7,14
195,12,252.0,38.0,68.4,15.2,0.0249,8317.0,8355.0,8280.0,300.0,344.0,219.0,246.0,174.0,3,2002,7,15
196,12,233.0,52.44,76.0,22.8,168.49,8352.0,8372.0,8328.0,188.0,336.0,243.0,279.0,201.0,3,2002,7,16
197,12,237.0,40.28,68.4,22.8,2.49,8362.0,8382.0,8338.0,244.0,320.0,261.0,285.0,240.0,3,2002,7,17
198,12,215.0,64.6,76.0,45.6,39.84,8294.0,8341.0,8239.0,96.0,288.0,276.0,282.0,264.0,3,2002,7,18
199,12,260.0,58.52,83.6,38.0,11.62,8266.0,8307.0,8229.0,244.0,336.0,231.0,273.0,195.0,3,2002,7,19
